[2022-04-30:23:46:33]:NetworkName:lo, DistplayName:Software Loopback Interface 1, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan3, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter, ADD 
[2022-04-30:23:46:33]:NetworkName:eth9, DistplayName:Intel(R) Ethernet Connection (4) I219-V, ADD 
[2022-04-30:23:46:33]:NetworkName:eth10, DistplayName:Hyper-V Virtual Ethernet Adapter #3, ADD 
[2022-04-30:23:46:33]:NetworkName:eth11, DistplayName:Hyper-V Virtual Switch Extension Adapter, ADD 
[2022-04-30:23:46:33]:NetworkName:ppp0, DistplayName:WAN Miniport (PPPOE), ADD 
[2022-04-30:23:46:33]:NetworkName:eth12, DistplayName:Microsoft Kernel Debug Network Adapter, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan4, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #3, ADD 
[2022-04-30:23:46:33]:NetworkName:eth13, DistplayName:TAP-Windows Adapter V9, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan5, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #4, ADD 
[2022-04-30:23:46:33]:NetworkName:eth14, DistplayName:Bluetooth Device (Personal Area Network), ADD 
[2022-04-30:23:46:33]:NetworkName:net6, DistplayName:WAN Miniport (IKEv2), ADD 
[2022-04-30:23:46:33]:NetworkName:eth15, DistplayName:TAP-Windows Adapter V9-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth16, DistplayName:TAP-Windows Adapter V9-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth17, DistplayName:TAP-Windows Adapter V9-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth18, DistplayName:WAN Miniport (IPv6)-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth19, DistplayName:Hyper-V Virtual Switch Extension Adapter #2-Hyper-V Virtual Switch Extension Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth20, DistplayName:Hyper-V Virtual Switch Extension Adapter #3-Hyper-V Virtual Switch Extension Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth21, DistplayName:Hyper-V Virtual Ethernet Adapter #3-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth22, DistplayName:Hyper-V Virtual Switch Extension Adapter-Hyper-V Virtual Switch Extension Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth23, DistplayName:Hyper-V Virtual Ethernet Adapter #3-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth24, DistplayName:Hyper-V Virtual Ethernet Adapter #3-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth25, DistplayName:Hyper-V Virtual Ethernet Adapter #2-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth26, DistplayName:Hyper-V Virtual Ethernet Adapter #2-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth27, DistplayName:Hyper-V Virtual Ethernet Adapter #2-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth28, DistplayName:Hyper-V Virtual Ethernet Adapter, ADD 
[2022-04-30:23:46:33]:NetworkName:eth29, DistplayName:Hyper-V Virtual Ethernet Adapter-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth30, DistplayName:Intel(R) Ethernet Connection (4) I219-V-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth31, DistplayName:Intel(R) Ethernet Connection (4) I219-V-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth32, DistplayName:Intel(R) Ethernet Connection (4) I219-V-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth33, DistplayName:Realtek USB FE Family Controller-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth34, DistplayName:Realtek USB FE Family Controller-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth35, DistplayName:Realtek USB FE Family Controller-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan6, DistplayName:Intel(R) Dual Band Wireless-AC 8265-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan7, DistplayName:Intel(R) Dual Band Wireless-AC 8265-Virtual WiFi Filter Driver-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan8, DistplayName:Intel(R) Dual Band Wireless-AC 8265-Native WiFi Filter Driver-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan9, DistplayName:Intel(R) Dual Band Wireless-AC 8265-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan10, DistplayName:Intel(R) Dual Band Wireless-AC 8265-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth36, DistplayName:WAN Miniport (IP)-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth37, DistplayName:WAN Miniport (IP)-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth38, DistplayName:WAN Miniport (IPv6)-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth39, DistplayName:WAN Miniport (Network Monitor)-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan11, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #3-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan12, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #3-Native WiFi Filter Driver-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan13, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #3-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan14, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter #3-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth40, DistplayName:Hyper-V Virtual Ethernet Adapter-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:eth41, DistplayName:Hyper-V Virtual Ethernet Adapter-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan15, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter-WFP Native MAC Layer LightWeight Filter-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan16, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter-Native WiFi Filter Driver-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan17, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter-QoS Packet Scheduler-0000, ADD 
[2022-04-30:23:46:33]:NetworkName:wlan18, DistplayName:Microsoft Wi-Fi Direct Virtual Adapter-WFP 802.3 MAC Layer LightWeight Filter-0000, ADD 
